sample_id,label,category,relative_path,original_path,extension
cv_00643,cv,FITNESS,raw/cv/FITNESS/cv_00643.pdf,C:\Users\YassineSBOUI\Downloads\CV\FITNESS\31042953.pdf,.pdf
cv_00644,cv,CONSTRUCTION,raw/cv/CONSTRUCTION/cv_00644.pdf,C:\Users\YassineSBOUI\Downloads\CV\CONSTRUCTION\56525735.pdf,.pdf
cv_00645,cv,CHEF,raw/cv/CHEF/cv_00645.pdf,C:\Users\YassineSBOUI\Downloads\CV\CHEF\21511817.pdf,.pdf
cv_00646,cv,ACCOUNTANT,raw/cv/ACCOUNTANT/cv_00646.pdf,C:\Users\YassineSBOUI\Downloads\CV\ACCOUNTANT\13491889.pdf,.pdf
cv_00647,cv,HEALTHCARE,raw/cv/HEALTHCARE/cv_00647.pdf,C:\Users\YassineSBOUI\Downloads\CV\HEALTHCARE\31395710.pdf,.pdf
cv_00648,cv,HR,raw/cv/HR/cv_00648.pdf,C:\Users\YassineSBOUI\Downloads\CV\HR\21265194.pdf,.pdf
cv_00649,cv,AVIATION,raw/cv/AVIATION/cv_00649.pdf,C:\Users\YassineSBOUI\Downloads\CV\AVIATION\15618327.pdf,.pdf
cv_00650,cv,ENGINEERING,raw/cv/ENGINEERING/cv_00650.pdf,C:\Users\YassineSBOUI\Downloads\CV\ENGINEERING\19612167.pdf,.pdf
cv_00651,cv,CHEF,raw/cv/CHEF/cv_00651.pdf,C:\Users\YassineSBOUI\Downloads\CV\CHEF\16924102.pdf,.pdf
cv_00652,cv,CONSTRUCTION,raw/cv/CONSTRUCTION/cv_00652.pdf,C:\Users\YassineSBOUI\Downloads\CV\CONSTRUCTION\34544955.pdf,.pdf
cv_00653,cv,ARTS,raw/cv/ARTS/cv_00653.pdf,C:\Users\YassineSBOUI\Downloads\CV\ARTS\38115035.pdf,.pdf
cv_00654,cv,ACCOUNTANT,raw/cv/ACCOUNTANT/cv_00654.pdf,C:\Users\YassineSBOUI\Downloads\CV\ACCOUNTANT\11759079.pdf,.pdf
cv_00655,cv,CHEF,raw/cv/CHEF/cv_00655.pdf,C:\Users\YassineSBOUI\Downloads\CV\CHEF\11121498.pdf,.pdf
cv_00656,cv,FITNESS,raw/cv/FITNESS/cv_00656.pdf,C:\Users\YassineSBOUI\Downloads\CV\FITNESS\22855060.pdf,.pdf
cv_00657,cv,AVIATION,raw/cv/AVIATION/cv_00657.pdf,C:\Users\YassineSBOUI\Downloads\CV\AVIATION\22442947.pdf,.pdf
cv_00658,cv,FITNESS,raw/cv/FITNESS/cv_00658.pdf,C:\Users\YassineSBOUI\Downloads\CV\FITNESS\23004695.pdf,.pdf
cv_00659,cv,SALES,raw/cv/SALES/cv_00659.pdf,C:\Users\YassineSBOUI\Downloads\CV\SALES\98509238.pdf,.pdf
cv_00660,cv,ARTS,raw/cv/ARTS/cv_00660.pdf,C:\Users\YassineSBOUI\Downloads\CV\ARTS\27024099.pdf,.pdf
cv_00661,cv,CONSTRUCTION,raw/cv/CONSTRUCTION/cv_00661.pdf,C:\Users\YassineSBOUI\Downloads\CV\CONSTRUCTION\12839152.pdf,.pdf
cv_00662,cv,FITNESS,raw/cv/FITNESS/cv_00662.pdf,C:\Users\YassineSBOUI\Downloads\CV\FITNESS\20457611.pdf,.pdf
cv_00663,cv,APPAREL,raw/cv/APPAREL/cv_00663.pdf,C:\Users\YassineSBOUI\Downloads\CV\APPAREL\26829561.pdf,.pdf
cv_00664,cv,PUBLIC-RELATIONS,raw/cv/PUBLIC-RELATIONS/cv_00664.pdf,C:\Users\YassineSBOUI\Downloads\CV\PUBLIC-RELATIONS\23015611.pdf,.pdf
cv_00665,cv,ARTS,raw/cv/ARTS/cv_00665.pdf,C:\Users\YassineSBOUI\Downloads\CV\ARTS\99561379.pdf,.pdf
cv_00666,cv,ENGINEERING,raw/cv/ENGINEERING/cv_00666.pdf,C:\Users\YassineSBOUI\Downloads\CV\ENGINEERING\28078163.pdf,.pdf
cv_00667,cv,FITNESS,raw/cv/FITNESS/cv_00667.pdf,C:\Users\YassineSBOUI\Downloads\CV\FITNESS\19599699.pdf,.pdf
cv_00668,cv,BANKING,raw/cv/BANKING/cv_00668.pdf,C:\Users\YassineSBOUI\Downloads\CV\BANKING\24580361.pdf,.pdf
cv_00669,cv,INFORMATION-TECHNOLOGY,raw/cv/INFORMATION-TECHNOLOGY/cv_00669.pdf,C:\Users\YassineSBOUI\Downloads\CV\INFORMATION-TECHNOLOGY\20408458.pdf,.pdf
cv_00670,cv,BUSINESS-DEVELOPMENT,raw/cv/BUSINESS-DEVELOPMENT/cv_00670.pdf,C:\Users\YassineSBOUI\Downloads\CV\BUSINESS-DEVELOPMENT\79759716.pdf,.pdf
cv_00671,cv,AGRICULTURE,raw/cv/AGRICULTURE/cv_00671.pdf,C:\Users\YassineSBOUI\Downloads\CV\AGRICULTURE\12674256.pdf,.pdf
cv_00672,cv,INFORMATION-TECHNOLOGY,raw/cv/INFORMATION-TECHNOLOGY/cv_00672.pdf,C:\Users\YassineSBOUI\Downloads\CV\INFORMATION-TECHNOLOGY\20024870.pdf,.pdf
cv_00673,cv,CHEF,raw/cv/CHEF/cv_00673.pdf,C:\Users\YassineSBOUI\Downloads\CV\CHEF\10276858.pdf,.pdf
cv_00674,cv,AVIATION,raw/cv/AVIATION/cv_00674.pdf,C:\Users\YassineSBOUI\Downloads\CV\AVIATION\28186635.pdf,.pdf
cv_00675,cv,INFORMATION-TECHNOLOGY,raw/cv/INFORMATION-TECHNOLOGY/cv_00675.pdf,C:\Users\YassineSBOUI\Downloads\CV\INFORMATION-TECHNOLOGY\29975124.pdf,.pdf
cv_00676,cv,ARTS,raw/cv/ARTS/cv_00676.pdf,C:\Users\YassineSBOUI\Downloads\CV\ARTS\27715131.pdf,.pdf
cv_00677,cv,BANKING,raw/cv/BANKING/cv_00677.pdf,C:\Users\YassineSBOUI\Downloads\CV\BANKING\20992320.pdf,.pdf
cv_00678,cv,ENGINEERING,raw/cv/ENGINEERING/cv_00678.pdf,C:\Users\YassineSBOUI\Downloads\CV\ENGINEERING\14049846.pdf,.pdf
cv_00679,cv,ACCOUNTANT,raw/cv/ACCOUNTANT/cv_00679.pdf,C:\Users\YassineSBOUI\Downloads\CV\ACCOUNTANT\15592167.pdf,.pdf
cv_00680,cv,ENGINEERING,raw/cv/ENGINEERING/cv_00680.pdf,C:\Users\YassineSBOUI\Downloads\CV\ENGINEERING\14206561.pdf,.pdf
cv_00681,cv,ADVOCATE,raw/cv/ADVOCATE/cv_00681.pdf,C:\Users\YassineSBOUI\Downloads\CV\ADVOCATE\19234823.pdf,.pdf
cv_00682,cv,FINANCE,raw/cv/FINANCE/cv_00682.pdf,C:\Users\YassineSBOUI\Downloads\CV\FINANCE\14413148.pdf,.pdf
cv_00683,cv,CHEF,raw/cv/CHEF/cv_00683.pdf,C:\Users\YassineSBOUI\Downloads\CV\CHEF\13264154.pdf,.pdf
cv_00684,cv,CHEF,raw/cv/CHEF/cv_00684.pdf,C:\Users\YassineSBOUI\Downloads\CV\CHEF\15354126.pdf,.pdf
cv_00685,cv,DIGITAL-MEDIA,raw/cv/DIGITAL-MEDIA/cv_00685.pdf,C:\Users\YassineSBOUI\Downloads\CV\DIGITAL-MEDIA\14771530.pdf,.pdf
cv_00686,cv,FINANCE,raw/cv/FINANCE/cv_00686.pdf,C:\Users\YassineSBOUI\Downloads\CV\FINANCE\66741193.pdf,.pdf
cv_00687,cv,HR,raw/cv/HR/cv_00687.pdf,C:\Users\YassineSBOUI\Downloads\CV\HR\27523575.pdf,.pdf
cv_00688,cv,INFORMATION-TECHNOLOGY,raw/cv/INFORMATION-TECHNOLOGY/cv_00688.pdf,C:\Users\YassineSBOUI\Downloads\CV\INFORMATION-TECHNOLOGY\46260230.pdf,.pdf
cv_00689,cv,BANKING,raw/cv/BANKING/cv_00689.pdf,C:\Users\YassineSBOUI\Downloads\CV\BANKING\21297521.pdf,.pdf
cv_00690,cv,FITNESS,raw/cv/FITNESS/cv_00690.pdf,C:\Users\YassineSBOUI\Downloads\CV\FITNESS\30990885.pdf,.pdf
cv_00691,cv,AVIATION,raw/cv/AVIATION/cv_00691.pdf,C:\Users\YassineSBOUI\Downloads\CV\AVIATION\28383893.pdf,.pdf
cv_00692,cv,AUTOMOBILE,raw/cv/AUTOMOBILE/cv_00692.pdf,C:\Users\YassineSBOUI\Downloads\CV\AUTOMOBILE\11887930.pdf,.pdf
cv_00693,cv,ACCOUNTANT,raw/cv/ACCOUNTANT/cv_00693.pdf,C:\Users\YassineSBOUI\Downloads\CV\ACCOUNTANT\27558837.pdf,.pdf
cv_00694,cv,CONSTRUCTION,raw/cv/CONSTRUCTION/cv_00694.pdf,C:\Users\YassineSBOUI\Downloads\CV\CONSTRUCTION\29894080.pdf,.pdf
cv_00695,cv,ACCOUNTANT,raw/cv/ACCOUNTANT/cv_00695.pdf,C:\Users\YassineSBOUI\Downloads\CV\ACCOUNTANT\42487883.pdf,.pdf
cv_00696,cv,APPAREL,raw/cv/APPAREL/cv_00696.pdf,C:\Users\YassineSBOUI\Downloads\CV\APPAREL\13386301.pdf,.pdf
cv_00697,cv,CONSULTANT,raw/cv/CONSULTANT/cv_00697.pdf,C:\Users\YassineSBOUI\Downloads\CV\CONSULTANT\14517953.pdf,.pdf
cv_00698,cv,FITNESS,raw/cv/FITNESS/cv_00698.pdf,C:\Users\YassineSBOUI\Downloads\CV\FITNESS\32636041.pdf,.pdf
cv_00699,cv,FINANCE,raw/cv/FINANCE/cv_00699.pdf,C:\Users\YassineSBOUI\Downloads\CV\FINANCE\26013403.pdf,.pdf
cv_00700,cv,ARTS,raw/cv/ARTS/cv_00700.pdf,C:\Users\YassineSBOUI\Downloads\CV\ARTS\83206166.pdf,.pdf
cv_00701,cv,HEALTHCARE,raw/cv/HEALTHCARE/cv_00701.pdf,C:\Users\YassineSBOUI\Downloads\CV\HEALTHCARE\18784594.pdf,.pdf
cv_00702,cv,ARTS,raw/cv/ARTS/cv_00702.pdf,C:\Users\YassineSBOUI\Downloads\CV\ARTS\39064638.pdf,.pdf
cv_00703,cv,AVIATION,raw/cv/AVIATION/cv_00703.pdf,C:\Users\YassineSBOUI\Downloads\CV\AVIATION\22650051.pdf,.pdf
cv_00704,cv,BANKING,raw/cv/BANKING/cv_00704.pdf,C:\Users\YassineSBOUI\Downloads\CV\BANKING\21645690.pdf,.pdf
cv_00705,cv,PUBLIC-RELATIONS,raw/cv/PUBLIC-RELATIONS/cv_00705.pdf,C:\Users\YassineSBOUI\Downloads\CV\PUBLIC-RELATIONS\21321598.pdf,.pdf
cv_00706,cv,AVIATION,raw/cv/AVIATION/cv_00706.pdf,C:\Users\YassineSBOUI\Downloads\CV\AVIATION\34419403.pdf,.pdf
cv_00707,cv,ADVOCATE,raw/cv/ADVOCATE/cv_00707.pdf,C:\Users\YassineSBOUI\Downloads\CV\ADVOCATE\18725071.pdf,.pdf
cv_00708,cv,SALES,raw/cv/SALES/cv_00708.pdf,C:\Users\YassineSBOUI\Downloads\CV\SALES\79376680.pdf,.pdf
cv_00709,cv,PUBLIC-RELATIONS,raw/cv/PUBLIC-RELATIONS/cv_00709.pdf,C:\Users\YassineSBOUI\Downloads\CV\PUBLIC-RELATIONS\11902276.pdf,.pdf
cv_00710,cv,SALES,raw/cv/SALES/cv_00710.pdf,C:\Users\YassineSBOUI\Downloads\CV\SALES\15581242.pdf,.pdf
cv_00711,cv,APPAREL,raw/cv/APPAREL/cv_00711.pdf,C:\Users\YassineSBOUI\Downloads\CV\APPAREL\23719943.pdf,.pdf
cv_00712,cv,BANKING,raw/cv/BANKING/cv_00712.pdf,C:\Users\YassineSBOUI\Downloads\CV\BANKING\34953092.pdf,.pdf
cv_00713,cv,FITNESS,raw/cv/FITNESS/cv_00713.pdf,C:\Users\YassineSBOUI\Downloads\CV\FITNESS\27084878.pdf,.pdf
cv_00714,cv,BUSINESS-DEVELOPMENT,raw/cv/BUSINESS-DEVELOPMENT/cv_00714.pdf,C:\Users\YassineSBOUI\Downloads\CV\BUSINESS-DEVELOPMENT\14070138.pdf,.pdf
cv_00715,cv,BANKING,raw/cv/BANKING/cv_00715.pdf,C:\Users\YassineSBOUI\Downloads\CV\BANKING\87867370.pdf,.pdf
cv_00716,cv,HEALTHCARE,raw/cv/HEALTHCARE/cv_00716.pdf,C:\Users\YassineSBOUI\Downloads\CV\HEALTHCARE\95011061.pdf,.pdf
cv_00717,cv,ENGINEERING,raw/cv/ENGINEERING/cv_00717.pdf,C:\Users\YassineSBOUI\Downloads\CV\ENGINEERING\55595908.pdf,.pdf
cv_00718,cv,SALES,raw/cv/SALES/cv_00718.pdf,C:\Users\YassineSBOUI\Downloads\CV\SALES\30608780.pdf,.pdf
cv_00719,cv,SALES,raw/cv/SALES/cv_00719.pdf,C:\Users\YassineSBOUI\Downloads\CV\SALES\13178604.pdf,.pdf
cv_00720,cv,TEACHER,raw/cv/TEACHER/cv_00720.pdf,C:\Users\YassineSBOUI\Downloads\CV\TEACHER\29486525.pdf,.pdf
cv_00721,cv,FINANCE,raw/cv/FINANCE/cv_00721.pdf,C:\Users\YassineSBOUI\Downloads\CV\FINANCE\25101183.pdf,.pdf
cv_00722,cv,BUSINESS-DEVELOPMENT,raw/cv/BUSINESS-DEVELOPMENT/cv_00722.pdf,C:\Users\YassineSBOUI\Downloads\CV\BUSINESS-DEVELOPMENT\59696315.pdf,.pdf
cv_00723,cv,SALES,raw/cv/SALES/cv_00723.pdf,C:\Users\YassineSBOUI\Downloads\CV\SALES\29211919.pdf,.pdf
cv_00724,cv,ARTS,raw/cv/ARTS/cv_00724.pdf,C:\Users\YassineSBOUI\Downloads\CV\ARTS\16244633.pdf,.pdf
cv_00725,cv,AGRICULTURE,raw/cv/AGRICULTURE/cv_00725.pdf,C:\Users\YassineSBOUI\Downloads\CV\AGRICULTURE\38216888.pdf,.pdf
cv_00726,cv,ACCOUNTANT,raw/cv/ACCOUNTANT/cv_00726.pdf,C:\Users\YassineSBOUI\Downloads\CV\ACCOUNTANT\36425270.pdf,.pdf
cv_00727,cv,ARTS,raw/cv/ARTS/cv_00727.pdf,C:\Users\YassineSBOUI\Downloads\CV\ARTS\53227466.pdf,.pdf
cv_00728,cv,DIGITAL-MEDIA,raw/cv/DIGITAL-MEDIA/cv_00728.pdf,C:\Users\YassineSBOUI\Downloads\CV\DIGITAL-MEDIA\13343786.pdf,.pdf
cv_00729,cv,PUBLIC-RELATIONS,raw/cv/PUBLIC-RELATIONS/cv_00729.pdf,C:\Users\YassineSBOUI\Downloads\CV\PUBLIC-RELATIONS\12920612.pdf,.pdf
cv_00730,cv,INFORMATION-TECHNOLOGY,raw/cv/INFORMATION-TECHNOLOGY/cv_00730.pdf,C:\Users\YassineSBOUI\Downloads\CV\INFORMATION-TECHNOLOGY\25207620.pdf,.pdf
cv_00731,cv,APPAREL,raw/cv/APPAREL/cv_00731.pdf,C:\Users\YassineSBOUI\Downloads\CV\APPAREL\11677077.pdf,.pdf
cv_00732,cv,ADVOCATE,raw/cv/ADVOCATE/cv_00732.pdf,C:\Users\YassineSBOUI\Downloads\CV\ADVOCATE\29926588.pdf,.pdf
cv_00733,cv,ARTS,raw/cv/ARTS/cv_00733.pdf,C:\Users\YassineSBOUI\Downloads\CV\ARTS\54180474.pdf,.pdf
cv_00734,cv,CONSULTANT,raw/cv/CONSULTANT/cv_00734.pdf,C:\Users\YassineSBOUI\Downloads\CV\CONSULTANT\28243590.pdf,.pdf
cv_00735,cv,BANKING,raw/cv/BANKING/cv_00735.pdf,C:\Users\YassineSBOUI\Downloads\CV\BANKING\20850529.pdf,.pdf
cv_00736,cv,SALES,raw/cv/SALES/cv_00736.pdf,C:\Users\YassineSBOUI\Downloads\CV\SALES\23760084.pdf,.pdf
cv_00737,cv,BPO,raw/cv/BPO/cv_00737.pdf,C:\Users\YassineSBOUI\Downloads\CV\BPO\24727739.pdf,.pdf
cv_00738,cv,SALES,raw/cv/SALES/cv_00738.pdf,C:\Users\YassineSBOUI\Downloads\CV\SALES\12082377.pdf,.pdf
cv_00739,cv,INFORMATION-TECHNOLOGY,raw/cv/INFORMATION-TECHNOLOGY/cv_00739.pdf,C:\Users\YassineSBOUI\Downloads\CV\INFORMATION-TECHNOLOGY\33381211.pdf,.pdf
cv_00740,cv,ARTS,raw/cv/ARTS/cv_00740.pdf,C:\Users\YassineSBOUI\Downloads\CV\ARTS\33344933.pdf,.pdf
cv_00741,cv,ARTS,raw/cv/ARTS/cv_00741.pdf,C:\Users\YassineSBOUI\Downloads\CV\ARTS\27936502.pdf,.pdf
cv_00742,cv,PUBLIC-RELATIONS,raw/cv/PUBLIC-RELATIONS/cv_00742.pdf,C:\Users\YassineSBOUI\Downloads\CV\PUBLIC-RELATIONS\14278888.pdf,.pdf
cv_00743,cv,DESIGNER,raw/cv/DESIGNER/cv_00743.pdf,C:\Users\YassineSBOUI\Downloads\CV\DESIGNER\14743911.pdf,.pdf
cv_00744,cv,HR,raw/cv/HR/cv_00744.pdf,C:\Users\YassineSBOUI\Downloads\CV\HR\30862904.pdf,.pdf
cv_00745,cv,ACCOUNTANT,raw/cv/ACCOUNTANT/cv_00745.pdf,C:\Users\YassineSBOUI\Downloads\CV\ACCOUNTANT\78403342.pdf,.pdf
cv_00746,cv,HR,raw/cv/HR/cv_00746.pdf,C:\Users\YassineSBOUI\Downloads\CV\HR\29297973.pdf,.pdf
cv_00747,cv,HR,raw/cv/HR/cv_00747.pdf,C:\Users\YassineSBOUI\Downloads\CV\HR\15576950.pdf,.pdf
cv_00748,cv,FITNESS,raw/cv/FITNESS/cv_00748.pdf,C:\Users\YassineSBOUI\Downloads\CV\FITNESS\32517106.pdf,.pdf
cv_00749,cv,DIGITAL-MEDIA,raw/cv/DIGITAL-MEDIA/cv_00749.pdf,C:\Users\YassineSBOUI\Downloads\CV\DIGITAL-MEDIA\31162167.pdf,.pdf
cv_00750,cv,INFORMATION-TECHNOLOGY,raw/cv/INFORMATION-TECHNOLOGY/cv_00750.pdf,C:\Users\YassineSBOUI\Downloads\CV\INFORMATION-TECHNOLOGY\12045067.pdf,.pdf
cv_00751,cv,FINANCE,raw/cv/FINANCE/cv_00751.pdf,C:\Users\YassineSBOUI\Downloads\CV\FINANCE\31948488.pdf,.pdf
cv_00752,cv,ADVOCATE,raw/cv/ADVOCATE/cv_00752.pdf,C:\Users\YassineSBOUI\Downloads\CV\ADVOCATE\29173771.pdf,.pdf
cv_00753,cv,ARTS,raw/cv/ARTS/cv_00753.pdf,C:\Users\YassineSBOUI\Downloads\CV\ARTS\21060367.pdf,.pdf
cv_00754,cv,FITNESS,raw/cv/FITNESS/cv_00754.pdf,C:\Users\YassineSBOUI\Downloads\CV\FITNESS\15293959.pdf,.pdf
cv_00755,cv,AVIATION,raw/cv/AVIATION/cv_00755.pdf,C:\Users\YassineSBOUI\Downloads\CV\AVIATION\10176815.pdf,.pdf
cv_00756,cv,FITNESS,raw/cv/FITNESS/cv_00756.pdf,C:\Users\YassineSBOUI\Downloads\CV\FITNESS\10268614.pdf,.pdf
cv_00757,cv,DIGITAL-MEDIA,raw/cv/DIGITAL-MEDIA/cv_00757.pdf,C:\Users\YassineSBOUI\Downloads\CV\DIGITAL-MEDIA\40883703.pdf,.pdf
cv_00758,cv,CONSULTANT,raw/cv/CONSULTANT/cv_00758.pdf,C:\Users\YassineSBOUI\Downloads\CV\CONSULTANT\13454871.pdf,.pdf
cv_00759,cv,HEALTHCARE,raw/cv/HEALTHCARE/cv_00759.pdf,C:\Users\YassineSBOUI\Downloads\CV\HEALTHCARE\10076271.pdf,.pdf
cv_00760,cv,ACCOUNTANT,raw/cv/ACCOUNTANT/cv_00760.pdf,C:\Users\YassineSBOUI\Downloads\CV\ACCOUNTANT\23139819.pdf,.pdf
cv_00761,cv,APPAREL,raw/cv/APPAREL/cv_00761.pdf,C:\Users\YassineSBOUI\Downloads\CV\APPAREL\12122372.pdf,.pdf
cv_00762,cv,HEALTHCARE,raw/cv/HEALTHCARE/cv_00762.pdf,C:\Users\YassineSBOUI\Downloads\CV\HEALTHCARE\17864043.pdf,.pdf
cv_00763,cv,CONSULTANT,raw/cv/CONSULTANT/cv_00763.pdf,C:\Users\YassineSBOUI\Downloads\CV\CONSULTANT\39308779.pdf,.pdf
cv_00764,cv,CHEF,raw/cv/CHEF/cv_00764.pdf,C:\Users\YassineSBOUI\Downloads\CV\CHEF\30311202.pdf,.pdf
cv_00765,cv,FINANCE,raw/cv/FINANCE/cv_00765.pdf,C:\Users\YassineSBOUI\Downloads\CV\FINANCE\21912637.pdf,.pdf
cv_00766,cv,AVIATION,raw/cv/AVIATION/cv_00766.pdf,C:\Users\YassineSBOUI\Downloads\CV\AVIATION\32720816.pdf,.pdf
cv_00767,cv,ARTS,raw/cv/ARTS/cv_00767.pdf,C:\Users\YassineSBOUI\Downloads\CV\ARTS\37220856.pdf,.pdf
cv_00768,cv,FITNESS,raw/cv/FITNESS/cv_00768.pdf,C:\Users\YassineSBOUI\Downloads\CV\FITNESS\22093368.pdf,.pdf
cv_00769,cv,ACCOUNTANT,raw/cv/ACCOUNTANT/cv_00769.pdf,C:\Users\YassineSBOUI\Downloads\CV\ACCOUNTANT\16237710.pdf,.pdf
cv_00770,cv,PUBLIC-RELATIONS,raw/cv/PUBLIC-RELATIONS/cv_00770.pdf,C:\Users\YassineSBOUI\Downloads\CV\PUBLIC-RELATIONS\11850315.pdf,.pdf
cv_00771,cv,TEACHER,raw/cv/TEACHER/cv_00771.pdf,C:\Users\YassineSBOUI\Downloads\CV\TEACHER\22807104.pdf,.pdf
cv_00772,cv,AGRICULTURE,raw/cv/AGRICULTURE/cv_00772.pdf,C:\Users\YassineSBOUI\Downloads\CV\AGRICULTURE\62994611.pdf,.pdf
cv_00773,cv,BANKING,raw/cv/BANKING/cv_00773.pdf,C:\Users\YassineSBOUI\Downloads\CV\BANKING\13393401.pdf,.pdf
cv_00774,cv,CONSULTANT,raw/cv/CONSULTANT/cv_00774.pdf,C:\Users\YassineSBOUI\Downloads\CV\CONSULTANT\20574232.pdf,.pdf
cv_00775,cv,DESIGNER,raw/cv/DESIGNER/cv_00775.pdf,C:\Users\YassineSBOUI\Downloads\CV\DESIGNER\34657584.pdf,.pdf
cv_00776,cv,HEALTHCARE,raw/cv/HEALTHCARE/cv_00776.pdf,C:\Users\YassineSBOUI\Downloads\CV\HEALTHCARE\13352113.pdf,.pdf
cv_00777,cv,DESIGNER,raw/cv/DESIGNER/cv_00777.pdf,C:\Users\YassineSBOUI\Downloads\CV\DESIGNER\13014900.pdf,.pdf
cv_00778,cv,INFORMATION-TECHNOLOGY,raw/cv/INFORMATION-TECHNOLOGY/cv_00778.pdf,C:\Users\YassineSBOUI\Downloads\CV\INFORMATION-TECHNOLOGY\20001721.pdf,.pdf
cv_00779,cv,ENGINEERING,raw/cv/ENGINEERING/cv_00779.pdf,C:\Users\YassineSBOUI\Downloads\CV\ENGINEERING\81125166.pdf,.pdf
cv_00780,cv,ARTS,raw/cv/ARTS/cv_00780.pdf,C:\Users\YassineSBOUI\Downloads\CV\ARTS\22182279.pdf,.pdf
cv_00781,cv,HEALTHCARE,raw/cv/HEALTHCARE/cv_00781.pdf,C:\Users\YassineSBOUI\Downloads\CV\HEALTHCARE\29992154.pdf,.pdf
cv_00782,cv,CONSULTANT,raw/cv/CONSULTANT/cv_00782.pdf,C:\Users\YassineSBOUI\Downloads\CV\CONSULTANT\65062795.pdf,.pdf
cv_00783,cv,HEALTHCARE,raw/cv/HEALTHCARE/cv_00783.pdf,C:\Users\YassineSBOUI\Downloads\CV\HEALTHCARE\43994605.pdf,.pdf
cv_00784,cv,BUSINESS-DEVELOPMENT,raw/cv/BUSINESS-DEVELOPMENT/cv_00784.pdf,C:\Users\YassineSBOUI\Downloads\CV\BUSINESS-DEVELOPMENT\13888506.pdf,.pdf
cv_00785,cv,DESIGNER,raw/cv/DESIGNER/cv_00785.pdf,C:\Users\YassineSBOUI\Downloads\CV\DESIGNER\68240723.pdf,.pdf
cv_00786,cv,INFORMATION-TECHNOLOGY,raw/cv/INFORMATION-TECHNOLOGY/cv_00786.pdf,C:\Users\YassineSBOUI\Downloads\CV\INFORMATION-TECHNOLOGY\27372171.pdf,.pdf
cv_00787,cv,DIGITAL-MEDIA,raw/cv/DIGITAL-MEDIA/cv_00787.pdf,C:\Users\YassineSBOUI\Downloads\CV\DIGITAL-MEDIA\18442517.pdf,.pdf
cv_00788,cv,AVIATION,raw/cv/AVIATION/cv_00788.pdf,C:\Users\YassineSBOUI\Downloads\CV\AVIATION\11804712.pdf,.pdf
cv_00789,cv,DESIGNER,raw/cv/DESIGNER/cv_00789.pdf,C:\Users\YassineSBOUI\Downloads\CV\DESIGNER\29147100.pdf,.pdf
cv_00790,cv,DIGITAL-MEDIA,raw/cv/DIGITAL-MEDIA/cv_00790.pdf,C:\Users\YassineSBOUI\Downloads\CV\DIGITAL-MEDIA\22706174.pdf,.pdf
cv_00791,cv,DESIGNER,raw/cv/DESIGNER/cv_00791.pdf,C:\Users\YassineSBOUI\Downloads\CV\DESIGNER\25422388.pdf,.pdf
cv_00792,cv,ACCOUNTANT,raw/cv/ACCOUNTANT/cv_00792.pdf,C:\Users\YassineSBOUI\Downloads\CV\ACCOUNTANT\25462793.pdf,.pdf
cv_00793,cv,CHEF,raw/cv/CHEF/cv_00793.pdf,C:\Users\YassineSBOUI\Downloads\CV\CHEF\30826569.pdf,.pdf
cv_00794,cv,ARTS,raw/cv/ARTS/cv_00794.pdf,C:\Users\YassineSBOUI\Downloads\CV\ARTS\14248724.pdf,.pdf
cv_00795,cv,FITNESS,raw/cv/FITNESS/cv_00795.pdf,C:\Users\YassineSBOUI\Downloads\CV\FITNESS\89858892.pdf,.pdf
cv_00796,cv,AVIATION,raw/cv/AVIATION/cv_00796.pdf,C:\Users\YassineSBOUI\Downloads\CV\AVIATION\11137306.pdf,.pdf
cv_00797,cv,APPAREL,raw/cv/APPAREL/cv_00797.pdf,C:\Users\YassineSBOUI\Downloads\CV\APPAREL\26691587.pdf,.pdf
cv_00798,cv,ACCOUNTANT,raw/cv/ACCOUNTANT/cv_00798.pdf,C:\Users\YassineSBOUI\Downloads\CV\ACCOUNTANT\27980446.pdf,.pdf
cv_00799,cv,AVIATION,raw/cv/AVIATION/cv_00799.pdf,C:\Users\YassineSBOUI\Downloads\CV\AVIATION\17694572.pdf,.pdf
cv_00800,cv,ACCOUNTANT,raw/cv/ACCOUNTANT/cv_00800.pdf,C:\Users\YassineSBOUI\Downloads\CV\ACCOUNTANT\37997506.pdf,.pdf
cv_00801,cv,DIGITAL-MEDIA,raw/cv/DIGITAL-MEDIA/cv_00801.pdf,C:\Users\YassineSBOUI\Downloads\CV\DIGITAL-MEDIA\24953921.pdf,.pdf
cv_00802,cv,ADVOCATE,raw/cv/ADVOCATE/cv_00802.pdf,C:\Users\YassineSBOUI\Downloads\CV\ADVOCATE\77439230.pdf,.pdf
cv_00803,cv,HEALTHCARE,raw/cv/HEALTHCARE/cv_00803.pdf,C:\Users\YassineSBOUI\Downloads\CV\HEALTHCARE\80876647.pdf,.pdf
cv_00804,cv,FITNESS,raw/cv/FITNESS/cv_00804.pdf,C:\Users\YassineSBOUI\Downloads\CV\FITNESS\12791244.pdf,.pdf
cv_00805,cv,APPAREL,raw/cv/APPAREL/cv_00805.pdf,C:\Users\YassineSBOUI\Downloads\CV\APPAREL\30344127.pdf,.pdf
cv_00806,cv,HR,raw/cv/HR/cv_00806.pdf,C:\Users\YassineSBOUI\Downloads\CV\HR\34740556.pdf,.pdf
